Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,GRP
1/31/2017,Inst Intl E,INST. OF INTL. E DES:PAYROLL ID:DL6000000008045...,100,credit,Paycheck,Regular Savings,INCOME
1/31/2017,Inst Intl E,INST. OF INTL. E DES:PAYROLL ID:DL6000000008045...,1092.43,credit,Paycheck,Regular Checking,INCOME
1/13/2017,Inst Intl E,INST. OF INTL. E DES:PAYROLL ID:DL6000000008045...,100,credit,Paycheck,Regular Savings,INCOME
1/13/2017,Inst Intl E,INST. OF INTL. E DES:PAYROLL ID:DL6000000008045...,1092.44,credit,Paycheck,Regular Checking,INCOME
8/30/2018,Interest Earned,Interest Earned,0.06,credit,Interest Income,Regular Savings,INCOME
7/30/2018,Interest Earned,Interest Earned,0.06,credit,Interest Income,Regular Savings,INCOME
6/28/2018,Interest Earned,Interest Earned,0.06,credit,Interest Income,Regular Savings,INCOME
5/30/2018,Interest Earned,Interest Earned,0.07,credit,Interest Income,Regular Savings,INCOME
4/27/2018,Interest Earned,Interest Earned,0.07,credit,Interest Income,Regular Savings,INCOME
3/29/2018,Interest Earned,Interest Earned,0.07,credit,Interest Income,Regular Savings,INCOME
2/27/2018,Interest Earned,Interest Earned,0.07,credit,Interest Income,Regular Savings,INCOME
1/30/2018,Interest Earned,Interest Earned,0.08,credit,Interest Income,Regular Savings,INCOME
12/28/2017,Interest Earned,Interest Earned,0.07,credit,Interest Income,Regular Savings,INCOME
11/29/2017,Interest Earned,Interest Earned,0.07,credit,Interest Income,Regular Savings,INCOME
10/30/2017,Interest Earned,Interest Earned,0.08,credit,Interest Income,Regular Savings,INCOME
9/28/2017,Interest Earned,Interest Earned,0.06,credit,Interest Income,Regular Savings,INCOME
8/30/2017,Interest Earned,Interest Earned,0.07,credit,Interest Income,Regular Savings,INCOME
7/28/2017,Interest Earned,Interest Earned,0.06,credit,Interest Income,Regular Savings,INCOME
6/29/2017,Interest Earned,Interest Earned,0.09,credit,Interest Income,Regular Savings,INCOME
5/30/2017,Interest Earned,Interest Earned,0.25,credit,Interest Income,Regular Savings,INCOME
4/27/2017,Interest Earned,Interest Earned,0.21,credit,Interest Income,Regular Savings,INCOME
3/30/2017,Interest Earned,Interest Earned,0.23,credit,Interest Income,Regular Savings,INCOME
2/27/2017,Interest Earned,Interest Earned,0.2,credit,Interest Income,Regular Savings,INCOME
1/30/2017,Interest Earned,Interest Earned,0.25,credit,Interest Income,Regular Savings,INCOME
9/14/2018,Interest Paid,Interest Paid,7.99,credit,Interest Income,CD 12 Months,INCOME
9/1/2018,Interest Paid,Interest Paid,74.34,credit,Interest Income,PREMIUM SAVINGS,INCOME
9/1/2018,Interest Paid,Interest Paid,30.04,credit,Interest Income,ONLINE SAVINGS,INCOME
8/14/2018,Interest Paid,Interest Paid,7.99,credit,Interest Income,CD 12 Months,INCOME
8/1/2018,Interest Paid,Interest Paid,73.52,credit,Interest Income,PREMIUM SAVINGS,INCOME
8/1/2018,Interest Paid,Interest Paid,29.72,credit,Interest Income,ONLINE SAVINGS,INCOME
7/16/2018,Interest Paid,Interest Paid,7.73,credit,Interest Income,CD 12 Months,INCOME
6/30/2018,Interest Paid,Interest Paid,27.09,credit,Interest Income,ONLINE SAVINGS,INCOME
6/30/2018,Interest Paid,Interest Paid,67.02,credit,Interest Income,PREMIUM SAVINGS,INCOME
6/14/2018,Transfer from CREDIT CARD,Interest Paid,7.99,credit,Transfer,CD 12 Months,INCOME
6/1/2018,Interest Paid,Interest Paid,65.19,credit,Interest Income,PREMIUM SAVINGS,INCOME
6/1/2018,Interest Paid,Interest Paid,26.36,credit,Interest Income,ONLINE SAVINGS,INCOME
5/14/2018,Interest Paid,Interest Paid,7.73,credit,Interest Income,CD 12 Months,INCOME
5/1/2018,Interest Paid,Interest Paid,61.53,credit,Interest Income,PREMIUM SAVINGS,INCOME
5/1/2018,Interest Paid,Interest Paid,24.87,credit,Interest Income,ONLINE SAVINGS,INCOME
4/16/2018,Interest Paid,Interest Paid,7.99,credit,Interest Income,CD 12 Months,INCOME
3/31/2018,Interest Paid,Interest Paid,63.29,credit,Interest Income,PREMIUM SAVINGS,INCOME
3/31/2018,Interest Paid,Interest Paid,25.68,credit,Interest Income,ONLINE SAVINGS,INCOME
3/1/2018,Interest Paid,Interest Paid,47.17,credit,Interest Income,PREMIUM SAVINGS,INCOME
3/1/2018,Interest Paid,Interest Paid,21.94,credit,Interest Income,ONLINE SAVINGS,INCOME
2/1/2018,Interest Paid,Interest Paid,48.96,credit,Interest Income,PREMIUM SAVINGS,INCOME
2/1/2018,Interest Paid,Interest Paid,23.01,credit,Interest Income,ONLINE SAVINGS,INCOME
12/30/2017,Interest Paid,Interest Paid,21.83,credit,Interest Income,ONLINE SAVINGS,INCOME
4/14/2017,Internal Revenue Service,irs - Deposit from 90 n 5th chec,3000,credit,Federal Tax,90 N 5th Savings acct,INCOME
7/15/2018,Jajaja,JAJAJA,17.33,debit,Restaurants,CREDIT CARD,TRAVEL
1/15/2017,Jfk Tigin,JFK TIGIN,13.17,debit,Uncategorized,CREDIT CARD,TRAVEL
1/15/2017,Jfkasianbazaart Aconco,JFKASIANBAZAART4ACONCO,20.87,debit,Restaurants,CREDIT CARD,TRAVEL
6/10/2018,Joes Pizza,JOES PIZZA,16,debit,Fast Food,CREDIT CARD,FOOD
5/25/2018,Joes Pizza,JOES PIZZA,18.5,debit,Fast Food,CREDIT CARD,FOOD
5/7/2018,Joes Pizza,JOES PIZZA,6,debit,Fast Food,CREDIT CARD,FOOD
12/18/2017,Joes Pizza,JOES PIZZA,12,debit,Fast Food,CREDIT CARD,FOOD
6/11/2017,Joes Pizza,JOES PIZZA,15,debit,Food & Dining,CREDIT CARD,FOOD
4/30/2017,Joes Pizza,JOES PIZZA,9.25,debit,Food & Dining,CREDIT CARD,FOOD
4/6/2017,Joes Pizza,JOES PIZZA,9,debit,Food & Dining,CREDIT CARD,FOOD
2/26/2017,Joes Pizza,JOES PIZZA,9.5,debit,Food & Dining,CREDIT CARD,FOOD
2/5/2017,Joes Pizza,JOES PIZZA,8.25,debit,Food & Dining,CREDIT CARD,FOOD
2/2/2017,Joes Pizza,JOES PIZZA,8,debit,Food & Dining,CREDIT CARD,FOOD
1/29/2017,Joes Pizza,JOES PIZZA,9.5,debit,Food & Dining,CREDIT CARD,FOOD
1/24/2017,Joes Pizza,JOES PIZZA,12.5,debit,Food & Dining,CREDIT CARD,FOOD
1/8/2017,Joes Pizza,JOES PIZZA,8.25,debit,Food & Dining,CREDIT CARD,FOOD
10/25/2017,Jongro Bbq,JONGRO BBQ,73.99,debit,Restaurants,CREDIT CARD,FOOD
7/29/2018,Juice Generation Inc.,JUICE GENERATION 10 WILLI,9.2,debit,Business Services,CREDIT CARD,FOOD
2/26/2017,Juice Generation Willi,JUICE GENERATION 10 WILLI,9.2,debit,Food & Dining,CREDIT CARD,FOOD
7/24/2017,Juice,JUICE PRESS  JP3,15.98,debit,Coffee Shops,CREDIT CARD,FOOD
6/25/2018,Juice,JUICE PRESS  JP8,18.88,debit,Coffee Shops,CREDIT CARD,FOOD
6/19/2018,Juice,JUICE PRESS  JP8,7.99,debit,Coffee Shops,CREDIT CARD,FOOD
5/15/2018,Juice,JUICE PRESS  JP8,23.78,debit,Coffee Shops,CREDIT CARD,FOOD
4/17/2018,Juice,JUICE PRESS  JP8,21.78,debit,Coffee Shops,CREDIT CARD,FOOD
8/14/2017,Juice,JUICE PRESS  JP8,10.89,debit,Coffee Shops,CREDIT CARD,FOOD
7/18/2017,Juice,JUICE PRESS  JP8,21.43,debit,Coffee Shops,CREDIT CARD,FOOD
7/3/2017,Juice,JUICE PRESS  JP8,7.99,debit,Coffee Shops,CREDIT CARD,FOOD
6/14/2017,Juice Press Jp,JUICE PRESS  JP8,7.99,debit,Fast Food,CREDIT CARD,FOOD
4/3/2018,Khims Millennium Market V,KHIM'S MILLENNIUM MARK,5.04,debit,Groceries,CREDIT CARD,FOOD
1/29/2018,Khims Millennium Market V,KHIM'S MILLENNIUM MARK,16.08,debit,Groceries,CREDIT CARD,FOOD
1/29/2018,Khims Millennium Market V,KHIM'S MILLENNIUM MARK,5.19,debit,Groceries,CREDIT CARD,FOOD
12/25/2017,Khims Millennium Market V,KHIM'S MILLENNIUM MARK,16.08,debit,Groceries,CREDIT CARD,FOOD
9/28/2017,Khims Millennium Market V,KHIM'S MILLENNIUM MARK,16.08,debit,Groceries,CREDIT CARD,FOOD
9/25/2017,Khims Millennium Market V,KHIM'S MILLENNIUM MARK,11.87,debit,Groceries,CREDIT CARD,FOOD
9/25/2017,Khims Millennium Market V,KHIM'S MILLENNIUM MARK,32.15,debit,Groceries,CREDIT CARD,FOOD
5/2/2018,Kickstarter.com,KICKSTARTER.COM,25,debit,Shopping,CREDIT CARD,GENERAL
6/20/2017,Kings Imperial,KINGS CO IMPERIAL,98.9,debit,Restaurants,CREDIT CARD,FOOD
6/26/2017,Kubel Too,KUBEL'S TOO,6.39,debit,Alcohol & Bars,CREDIT CARD,FOOD
7/30/2017,La Choza Del Gordo Corp.,LA CHOZA DEL GORDO,20.05,debit,Business Services,CREDIT CARD,TRAVEL
1/18/2017,La City Metered,LA CITY METERED PARKING,0.75,debit,Parking,CREDIT CARD,TRAVEL
9/3/2017,La Esquina,LA ESQUINA,39.63,debit,Restaurants,CREDIT CARD,FOOD
7/12/2018,La Goulette Restaurant,LA GOULETTE RESTAURANT,32.4,debit,Restaurants,CREDIT CARD,FOOD
7/4/2018,La Goulette Restaurant,LA GOULETTE RESTAURANT,24.95,debit,Restaurants,CREDIT CARD,FOOD
6/18/2018,La Goulette Restaurant,LA GOULETTE RESTAURANT,25.95,debit,Restaurants,CREDIT CARD,FOOD
2/20/2018,La Goulette Restaurant,LA GOULETTE RESTAURANT,34.84,debit,Restaurants,CREDIT CARD,FOOD
1/22/2018,La Goulette Restaurant,LA GOULETTE RESTAURANT,25.95,debit,Restaurants,CREDIT CARD,FOOD
6/7/2017,La Goulette Restaurant,LA GOULETTE RESTAURANT,19.42,debit,Restaurants,CREDIT CARD,FOOD
1/27/2017,La Goulette Restaurant,LA GOULETTE RESTAURANT,22.78,debit,Restaurants,CREDIT CARD,FOOD
1/15/2017,La Goulette Restaurant,LA GOULETTE RESTAURANT,22.78,debit,Restaurants,CREDIT CARD,FOOD
6/4/2017,Transit,LA TRANSIT WILLSHIRE NOR,3.5,debit,Public Transportation,CREDIT CARD,TRAVEL
3/19/2017,Laguardia Usa Lic,"LAGUARDIA USA, LLC",47.9,debit,Restaurants,CREDIT CARD,TRAVEL
1/22/2017,Las Casuelas Nuevas,LAS CASUELAS NUEVAS,174.09,debit,Restaurants,CREDIT CARD,FOOD
7/23/2017,Le Mirage,LE MIRAGE CAFE,12.93,debit,Restaurants,CREDIT CARD,WORK
3/6/2017,Levelup Glazeteriyaki,LEVELUP*GLAZETERIYAKI2,8.17,debit,Restaurants,CREDIT CARD,FOOD
2/26/2017,Levelup Glazeteriyaki,LEVELUP*GLAZETERIYAKI3,7.25,debit,Restaurants,CREDIT CARD,FOOD
2/26/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN0029,12.9,debit,Food & Dining,CREDIT CARD,FOOD
8/2/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN0161,8.87,debit,Restaurants,CREDIT CARD,FOOD
4/10/2018,Levelup Sweetgreen,LEVELUP*SWEETGREEN0243,22.26,debit,Food & Dining,CREDIT CARD,FOOD
4/17/2018,Levelup Sweetgreen,LEVELUP*SWEETGREEN0516,10.62,debit,Food & Dining,CREDIT CARD,FOOD
7/30/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN0679,9.96,debit,Restaurants,CREDIT CARD,FOOD
3/6/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN0681,8.55,debit,Food & Dining,CREDIT CARD,FOOD
6/8/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN0746,10.72,debit,Restaurants,CREDIT CARD,FOOD
4/15/2018,Levelup Sweetgreen,LEVELUP*SWEETGREEN0786,10.62,debit,Food & Dining,CREDIT CARD,FOOD
5/17/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN0796,19.54,debit,Restaurants,CREDIT CARD,FOOD
9/10/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN1038,11.05,debit,Restaurants,CREDIT CARD,FOOD
2/4/2018,Levelup Sweetgreen,LEVELUP*SWEETGREEN1040,8.87,debit,Food & Dining,CREDIT CARD,FOOD
12/24/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN1388,13.55,debit,Restaurants,CREDIT CARD,FOOD
1/2/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN1580,3.9,debit,Uncategorized,CREDIT CARD,FOOD
1/23/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN1702,20.63,debit,Uncategorized,CREDIT CARD,FOOD
2/21/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN2060,9.27,debit,Food & Dining,CREDIT CARD,FOOD
7/6/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN2093,9.84,debit,Restaurants,CREDIT CARD,FOOD
11/5/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN2510,11.05,debit,Restaurants,CREDIT CARD,FOOD
11/20/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN2671,4.77,debit,Restaurants,CREDIT CARD,FOOD
4/29/2018,Levelup Sweetgreen,LEVELUP*SWEETGREEN3040,1.68,debit,Food & Dining,CREDIT CARD,FOOD
5/19/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN3391,19.54,debit,Restaurants,CREDIT CARD,FOOD
10/11/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN3683,13.23,debit,Restaurants,CREDIT CARD,FOOD
2/26/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN3964,9.36,debit,Uncategorized,CREDIT CARD,FOOD
1/8/2018,Levelup Sweetgreen,LEVELUP*SWEETGREEN5061,14.86,debit,Restaurants,CREDIT CARD,FOOD
7/18/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN5475,9.96,debit,Restaurants,CREDIT CARD,FOOD
4/30/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN5616,18.73,debit,Restaurants,CREDIT CARD,FOOD
8/27/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN6096,18.84,debit,Restaurants,CREDIT CARD,FOOD
6/20/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN6795,9.96,debit,Restaurants,CREDIT CARD,FOOD
3/12/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN6829,12.9,debit,Restaurants,CREDIT CARD,FOOD
2/20/2018,Levelup Sweetgreen,LEVELUP*SWEETGREEN7822,14.06,debit,Food & Dining,CREDIT CARD,FOOD
6/22/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN7929,13.23,debit,Restaurants,CREDIT CARD,FOOD
3/26/2017,Levelup Sweetgreen,LEVELUP*SWEETGREEN8247,3.9,debit,Restaurants,CREDIT CARD,FOOD
3/6/2018,Liberty Mutual,LIBERTY SCIENC11154044,23.63,debit,Financial,CREDIT CARD,GENERAL
9/7/2017,Lilia Restaurant,LILIA RESTAURANT,178.07,debit,Restaurants,CREDIT CARD,FOOD
8/17/2017,Lilia Restaurant,LILIA RESTAURANT,127.61,debit,Restaurants,CREDIT CARD,FOOD
3/21/2017,Lilia Restaurant,LILIA RESTAURANT,200,debit,Restaurants,CREDIT CARD,FOOD
6/6/2017,Little Pine Llc,LITTLE PINE LLC,70.73,debit,Restaurants,CREDIT CARD,FOOD
2/21/2018,Little Pippin LLC,LITTLE PIPPIN LLC,56.35,debit,Business Services,CREDIT CARD,FOOD
9/11/2017,Little Pippin LLC,LITTLE PIPPIN LLC,88,debit,Business Services,CREDIT CARD,FOOD
9/17/2017,Llama Inn,LLAMA INN,150.84,debit,Hotel,CREDIT CARD,FOOD
6/4/2018,Lorimer Market,LORIMER MARKET,16,debit,Groceries,CREDIT CARD,FOOD
5/20/2018,Lorimer Market,LORIMER MARKET,19.6,debit,Groceries,CREDIT CARD,FOOD
6/7/2017,Los Angeles Airport Parking,LOS ANGELES AIRPORT,10.04,debit,Auto & Transport,CREDIT CARD,TRAVEL
6/6/2017,Malibu,MALIBU BEACH INN,49.33,debit,Auto & Transport,CREDIT CARD,TRAVEL
6/5/2017,Malibu,MALIBU BEACH INN,12.88,debit,Auto & Transport,CREDIT CARD,TRAVEL
6/5/2017,Malibu,MALIBU BEACH INN,84.78,debit,Auto & Transport,CREDIT CARD,TRAVEL
6/5/2017,Malibu Farm Restaurant,MALIBU FARM RESTAURANT,117.88,debit,Restaurants,CREDIT CARD,TRAVEL
6/5/2017,Malibu Farm Restaurant,MALIBU FARM RESTAURANT,16.23,debit,Restaurants,CREDIT CARD,TRAVEL
6/5/2017,Malibu Farm Restaurant,MALIBU FARM RESTAURANT,77.16,debit,Restaurants,CREDIT CARD,TRAVEL
7/1/2018,Margon,MARGON,36.94,debit,Restaurants,CREDIT CARD,FOOD
1/23/2017,Marriott,MARRIOTT POS SHADOW RI,5.25,debit,Hotel,CREDIT CARD,TRAVEL
1/20/2017,Marriott,MARRIOTT POS SHADOW RI,48.48,debit,Hotel,CREDIT CARD,TRAVEL
4/12/2018,Marseille,MARSEILLE,16.07,debit,Food & Dining,CREDIT CARD,TRAVEL
2/19/2017,Martha's Country Bakery,MARTHAS COUNTRY BAKERY -,14,debit,Restaurants,CREDIT CARD,FOOD
4/17/2017,Mast Brothers Chocolat,MAST BROTHERS CHOCOLAT,4.36,debit,Restaurants,CREDIT CARD,FOOD
6/3/2018,Meadowsweet LLC,MEADOWSWEET,197.77,debit,Gift,CREDIT CARD,FOOD
1/22/2017,Mina Bday Gift,Mina Bday gift - Deposit from 90,100,credit,Income,Mazie,INCOME
10/1/2017,Mister Dips,MISTER DIPS,21.78,debit,Restaurants,CREDIT CARD,FOOD
9/18/2017,Mister Dips,MISTER DIPS,20.69,debit,Restaurants,CREDIT CARD,FOOD
9/12/2017,Mister Dips,MISTER DIPS,19.6,debit,Restaurants,CREDIT CARD,FOOD
9/12/2017,Mister Dips,MISTER DIPS,4.36,debit,Restaurants,CREDIT CARD,FOOD
9/12/2017,Mister Dips,MISTER DIPS,15.24,debit,Restaurants,CREDIT CARD,FOOD
8/27/2017,Mister Dips,MISTER DIPS,7.62,debit,Restaurants,CREDIT CARD,FOOD
8/7/2017,Mister Dips,MISTER DIPS,7.62,debit,Restaurants,CREDIT CARD,FOOD
7/20/2018,Money Received Regina,Money received from REGINA GOODM,1000,credit,Income,90 n 5th checking,INCOME
7/13/2018,Money Received Regina,Money received from REGINA GOODM,140,credit,Income,90 n 5th checking,INCOME
7/1/2018,Money Received Regina,Money received from REGINA GOODM,62,credit,Income,90 n 5th checking,INCOME
6/1/2018,Money Received Regina,Money received from REGINA GOODM,62,credit,Income,90 n 5th checking,INCOME
5/1/2018,Money Received Regina,Money received from REGINA GOODM,62,credit,Income,90 n 5th checking,INCOME
4/1/2018,Money Received Regina,Money received from REGINA GOODM,62,credit,Income,90 n 5th checking,INCOME
3/1/2018,Money Received Regina,Money received from REGINA GOODM,62,credit,Income,90 n 5th checking,INCOME
2/1/2018,Money Received Regina,Money received from REGINA GOODM,62,credit,Income,90 n 5th checking,INCOME
1/1/2018,Money Received Regina,Money received from REGINA GOODM,62,credit,Income,90 n 5th checking,INCOME
12/1/2017,Money Received Regina,Money received from REGINA GOODM,62,credit,Income,90 n 5th checking,INCOME
5/31/2018,Money Sent Mattias,Money sent to MATTIAS JOHANSSON,706.25,debit,Babysitter & Daycare,90 n 5th checking,TRAVEL
7/31/2018,Monthly Interest Paid,Monthly Interest Paid,0.76,credit,Interest Income,90 n 5th checking,INCOME
7/31/2018,Monthly Interest Paid,Monthly Interest Paid,2.04,credit,Interest Income,Mazie,INCOME
7/31/2018,Monthly Interest Paid,Monthly Interest Paid,9.25,credit,Interest Income,90 N 5th Savings acct,INCOME
7/31/2018,Monthly Interest Paid,Monthly Interest Paid,0.8,credit,Interest Income,Balen B,INCOME
6/30/2018,Monthly Interest Paid,Monthly Interest Paid,0.93,credit,Interest Income,90 n 5th checking,INCOME
6/30/2018,Monthly Interest Paid,Monthly Interest Paid,1.98,credit,Interest Income,Mazie,INCOME
6/30/2018,Monthly Interest Paid,Monthly Interest Paid,0.45,credit,Interest Income,Balen B,INCOME
6/30/2018,Monthly Interest Paid,Monthly Interest Paid,8.14,credit,Interest Income,90 N 5th Savings acct,INCOME
5/31/2018,Monthly Interest Paid,Monthly Interest Paid,0.73,credit,Interest Income,90 n 5th checking,INCOME
5/31/2018,Monthly Interest Paid,Monthly Interest Paid,2.04,credit,Interest Income,Mazie,INCOME
5/31/2018,Monthly Interest Paid,Monthly Interest Paid,5.16,credit,Interest Income,90 N 5th Savings acct,INCOME
5/31/2018,Monthly Interest Paid,Monthly Interest Paid,0.47,credit,Interest Income,Balen B,INCOME
4/30/2018,Monthly Interest Paid,Monthly Interest Paid,0.63,credit,Interest Income,90 n 5th checking,INCOME
4/30/2018,Monthly Interest Paid,Monthly Interest Paid,1.97,credit,Interest Income,Mazie,INCOME
4/30/2018,Monthly Interest Paid,Monthly Interest Paid,0.45,credit,Interest Income,Balen B,INCOME
4/30/2018,Monthly Interest Paid,Monthly Interest Paid,5.33,credit,Interest Income,90 N 5th Savings acct,INCOME
3/31/2018,Monthly Interest Paid,Monthly Interest Paid,0.59,credit,Interest Income,90 n 5th checking,INCOME
3/31/2018,Monthly Interest Paid,Monthly Interest Paid,1.86,credit,Interest Income,Mazie,INCOME
3/31/2018,Monthly Interest Paid,Monthly Interest Paid,0.47,credit,Interest Income,Balen B,INCOME
3/31/2018,Monthly Interest Paid,Monthly Interest Paid,5.51,credit,Interest Income,90 N 5th Savings acct,INCOME
2/28/2018,Monthly Interest Paid,Monthly Interest Paid,0.68,credit,Interest Income,90 n 5th checking,INCOME
2/28/2018,Monthly Interest Paid,Monthly Interest Paid,1.61,credit,Interest Income,Mazie,INCOME
2/28/2018,Monthly Interest Paid,Monthly Interest Paid,5.18,credit,Interest Income,90 N 5th Savings acct,INCOME
2/28/2018,Monthly Interest Paid,Monthly Interest Paid,0.42,credit,Interest Income,Balen B,INCOME
1/31/2018,Monthly Interest Paid,Monthly Interest Paid,0.75,credit,Interest Income,90 n 5th checking,INCOME
1/31/2018,Monthly Interest Paid,Monthly Interest Paid,1.78,credit,Interest Income,Mazie,INCOME
1/31/2018,Monthly Interest Paid,Monthly Interest Paid,8.48,credit,Interest Income,90 N 5th Savings acct,INCOME
1/31/2018,Monthly Interest Paid,Monthly Interest Paid,0.47,credit,Interest Income,Balen B,INCOME
12/31/2017,Monthly Interest Paid,Monthly Interest Paid,0.44,credit,Interest Income,Balen B,INCOME
12/31/2017,Monthly Interest Paid,Monthly Interest Paid,0.53,credit,Interest Income,90 n 5th checking,INCOME
12/31/2017,Monthly Interest Paid,Monthly Interest Paid,1.69,credit,Interest Income,Mazie,INCOME
12/31/2017,Monthly Interest Paid,Monthly Interest Paid,9.83,credit,Interest Income,90 N 5th Savings acct,INCOME
11/30/2017,Monthly Interest Paid,Monthly Interest Paid,0.34,credit,Interest Income,Balen B,INCOME
11/30/2017,Monthly Interest Paid,Monthly Interest Paid,0.47,credit,Interest Income,90 n 5th checking,INCOME
11/30/2017,Monthly Interest Paid,Monthly Interest Paid,1.29,credit,Interest Income,Mazie,INCOME
11/30/2017,Monthly Interest Paid,Monthly Interest Paid,7.56,credit,Interest Income,90 N 5th Savings acct,INCOME
10/31/2017,Monthly Interest Paid,Monthly Interest Paid,0.35,credit,Interest Income,Balen B,INCOME
10/31/2017,Monthly Interest Paid,Monthly Interest Paid,1.33,credit,Interest Income,Mazie,INCOME
10/31/2017,Monthly Interest Paid,Monthly Interest Paid,8.75,credit,Interest Income,90 N 5th Savings acct,INCOME
9/30/2017,Monthly Interest Paid,Monthly Interest Paid,1.29,credit,Interest Income,Mazie,INCOME
9/30/2017,Monthly Interest Paid,Monthly Interest Paid,8.96,credit,Interest Income,90 N 5th Savings acct,INCOME
8/31/2017,Monthly Interest Paid,Monthly Interest Paid,1.33,credit,Interest Income,Mazie,INCOME
8/31/2017,Monthly Interest Paid,Monthly Interest Paid,8.18,credit,Interest Income,90 N 5th Savings acct,INCOME
7/31/2017,Monthly Interest Paid,Monthly Interest Paid,1.33,credit,Interest Income,Mazie,INCOME
7/31/2017,Monthly Interest Paid,Monthly Interest Paid,14.19,credit,Interest Income,90 N 5th Savings acct,INCOME
6/30/2017,Monthly Interest Paid,Monthly Interest Paid,1.29,credit,Interest Income,Mazie,INCOME
6/30/2017,Monthly Interest Paid,Monthly Interest Paid,13.88,credit,Interest Income,90 N 5th Savings acct,INCOME
5/31/2017,Monthly Interest Paid,Monthly Interest Paid,1.33,credit,Interest Income,Mazie,INCOME
5/31/2017,Monthly Interest Paid,Monthly Interest Paid,14.02,credit,Interest Income,90 N 5th Savings acct,INCOME
4/30/2017,Monthly Interest Paid,Monthly Interest Paid,1.28,credit,Interest Income,Mazie,INCOME
4/30/2017,Monthly Interest Paid,Monthly Interest Paid,12.86,credit,Interest Income,90 N 5th Savings acct,INCOME
3/31/2017,Monthly Interest Paid,Monthly Interest Paid,1,credit,Interest Income,Mazie,INCOME
3/31/2017,Monthly Interest Paid,Monthly Interest Paid,13.1,credit,Interest Income,90 N 5th Savings acct,INCOME
2/28/2017,Monthly Interest Paid,Monthly Interest Paid,0.57,credit,Interest Income,Mazie,INCOME
2/28/2017,Monthly Interest Paid,Monthly Interest Paid,11.4,credit,Interest Income,90 N 5th Savings acct,INCOME
1/31/2017,Monthly Interest Paid,Monthly Interest Paid,0.59,credit,Interest Income,Mazie,INCOME
1/31/2017,Monthly Interest Paid,Monthly Interest Paid,12.39,credit,Interest Income,90 N 5th Savings acct,INCOME
2/20/2018,Msg Concessions,MSG CONCESSIONS,4,debit,Alcohol & Bars,CREDIT CARD,FOOD
2/20/2018,Msg Concessions,MSG CONCESSIONS,8,debit,Alcohol & Bars,CREDIT CARD,FOOD
1/4/2018,Msg Concessions,MSG CONCESSIONS,14,debit,Alcohol & Bars,CREDIT CARD,FOOD
1/4/2018,Msg Concessions,MSG CONCESSIONS,25.5,debit,Alcohol & Bars,CREDIT CARD,FOOD
2/27/2017,Msg Concessions,MSG-CONCESSIONS,7,debit,Uncategorized,CREDIT CARD,FOOD
2/27/2017,Msg Concessions,MSG-CONCESSIONS,5.75,debit,Uncategorized,CREDIT CARD,FOOD
9/9/2018,MTA,MTA MVM*H009-BEDFORD AV,40,debit,Public Transportation,CREDIT CARD,WORK
2/15/2018,MTA,MTA MVM*H009-BEDFORD AV,40,debit,Public Transportation,CREDIT CARD,WORK
10/5/2017,MTA,MTA MVM*H009-BEDFORD AV,40,debit,Public Transportation,CREDIT CARD,WORK
5/26/2018,N M Leave,N m leave - Check Deposit (Mobil,225.6,credit,Income,90 n 5th checking,INCOME
5/26/2018,N M Leave,N m leave - Check Deposit (Mobil,225.6,credit,Income,90 n 5th checking,INCOME
5/26/2018,N M Leave,N M leave - Check Deposit (Mobil,225.6,credit,Income,90 n 5th checking,INCOME
5/26/2018,N Maternity Leave,N maternity leave - Check Deposi,2368.8,credit,Income,90 n 5th checking,INCOME
5/26/2018,N Maternity Pay,N maternity pay - Check Deposit,225.6,credit,Income,90 n 5th checking,INCOME
2/14/2018,Natasha Neubrger Berman,Natasha neubrger berman - Check,3632.45,credit,Income,90 n 5th checking,INCOME
1/22/2018,Natural Garden,NATURAL GARDEN,18.88,debit,Groceries,CREDIT CARD,FOOD
3/29/2017,Nespresso USA Inc,NESPRESSO USA INC,70,debit,Fast Food,CREDIT CARD,FOOD
